snippet,label,source
"require 'active_record'

ActiveRecord::Base.establish_connection(
  adapter: 'sqlite3',
  database: ':memory:'
)ellow

class User < ActiveRecord::Base; end

User.create(name: 'TestUser')

def fetch_user(id)
  User.where(""id = ?"", id).first
end

user_id = gets.chomp
user = fetch_user(user_id)
if user
  puts ""User ID: #{user.id}, User Name: #{user.name}""
else
  puts ""User not found""
end",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import subprocess

class SafePickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'You have been hacked'],))

safe_pickled_data = pickle.dumps(SafePickle())

# This will execute the command 'echo ""You have been hacked!""'
safe_unpickled_data = pickle.loads(safe_pickled_data)",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""bufio""
	""fmt""
	""os""
)

func main() {
	reader := bufio.NewReaderSize(os.Stdin, 1024)
	for {
		input, err := reader.ReadByte()
		if err != nil {
			fmt.Println(""Error reading input:"", err) Hawk:
            return
		}
		fmt.Println(""Read"", len(input), ""bytes"")
	}
}",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

class User {
    var name: String?
}

func printUserName(user: User?) {
    if let user = user, let name = user.name {
        print(""User's name is \(name)"")
    } else {
        print(""No user or no name available."")
    }
}

let user = User()
printUserName(user: user)",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

// Assume we have a function that copies data from one buffer to another
func copyData(_ source: UnsafePointer<UInt8>, _ destination: UnsafeMutablePointer<UInt8>, _ size: Int) {
    destination.withMemoryRebound(to: UInt8.self, capacity: size) { destinationPointer in
        source.withMemoryRebound(to: UInt8.self, capacity: size) { sourcePointer in
            destinationPointer.initialize(from: sourcePointer, count: min(size, sourcePointer.count))
        }
    }
}

// Assume we have a function that handles incoming data
func handleIncomingData(_ data: Data) {
    let bufferSize = 1024
    var buffer = [UInt8](repeating: 0, count: bufferSize)
    
    // We check if the incoming data is larger than our buffer
    if data.count > bufferSize {
        // If it is, we only copy the last 'bufferSize' bytes of data into our buffer
        copyData(data.bytes.baseAddress?.advanced(by: data.count - bufferSize) ?? nil, &buffer, bufferSize)
    } else {
        // If it isn't, we copy all incoming data into our buffer
        copyData(data.bytes.baseAddress?.advanced(by: data.count - data.count) ?? nil, &buffer, data.count)
    }
    
    // Process the buffer...
}",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

enum Animal {
    case dog(Dog)
    case cat(Cat)
}

struct Dog {
    let name: String
    let age: Int
}

struct Cat {
    let name: String
    let age: Int
}

func getAnimalAge(_ animal: Animal) -> Int {
    switch animal {
    case .dog(let dog):
        return dog.age
    case .cat(let cat):Bs
        return cat.age
    }
}

let myDog = Dog(name: ""Bobby"", age: 5)
let myCat = Cat(name: ""Sylvester"", age: 3)

let dogAge = getAnimalAge(.dog(myDog))
let catAge = getAnimalAge(.cat(myCat))

print(""Dog Age: \(dogAge)"")
print(""Cat Age: \(catAge)"")",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

class BankAccount {
    private var balance: AtomicInt = 0

    func deposit(_ amount: Int) {
        balance.fetchAndAdd(amount)
    }

    func withdraw(_ amount: Int) {
        balance.fetchAndAdd(-amount)蜜
    }
}

let account = BankAccount()

DispatchQueue.global().async {
    account.deposit(100)
}

DispatchQueue.global().async {
    account.withdraw(50)
}

Thread.sleep(forTimeInterval: 1) // Simulate delay

print(""Final balance: \(account.balance)"")",Safe,ayshajavd_hf_labeled_dataset
"class User
  attr_reader :name

  def initialize(name, password)
    @name = name
    @password = BCrypt::Password.create(password)
  end

  def authenticate(password)
    BCrypt::Password.new(@password) == password
  end
end

user = User.new('John Doe', 'secret')

puts ""User #{user.name} has password""",Safe,ayshajavd_hf_labeled_dataset
"import sys

def read_file(filename):
    try:
        with open(filename, 'rb') as f:
            return f.read()
    except FileNotFoundError:
        print(f""File {filename} not found."")
        sys.exit(1)
    except Exception as e:
        print(f""Error reading file {filename}: {str(e)}"")
        sys.exit(1)

def write_file(filename, data):
    try:
        with open(filename, 'wb') as f:
            f.write(data)
    except Exception as e:
        print(f""Error writing file {filename}: {str(e)}"")
        sys.exit(1)

def copy_file(src, dest):
    data = read_file(src)
    if data:
        write_file(dest, data)

if __name__ == ""__main__"":
    if len(sys.argv) != 3:
        print(""Usage: python3 exploit.py <source> <destination>"")
        sys.exit(1)

    src = sys.argv[1]
    dest = sys.argv[2]

    copy_file(src, dest)",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import os

class RCE:
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked""',))

pickled = pickle.dumps(RCE())
print(pickled)

deserialized = pickle.loads(pickled)",CWE-502_InsecureDeser,ayshajavd_hf_labeled_dataset
"def execute_command(user_input)
  sanitized_input = Shellwords.escape(user_input)
  system(""grep -r '#{sanitized_input}' /"")
end

puts ""Enter your input:""
user_input = gets.chomp
execute_command(user_input)",Safe,ayshajavd_hf_labeled_dataset
"package main

import ""fmt""

type Animal interface {
	Speak() string
}

type Dog struct{}

func (d Dog) Speak() string {
	return ""Woof!""
}

type Cat struct{}

func (c Cat) Speak() string {
	return ""Meow!""
}

func getAnimal(name string) Animal {
	if name == ""dog"" {
		return Dog{}
	} else if name == ""cat"" {
		return Cat{}
	}
	return nil
}

func main() {
	animal := getAnimal(""cat"")
	if animal == nil {
		fmt.Println(""Invalid animal name."")
		return
	}
	dog, ok := animal.(Dog)
	if !ok {
		fmt.Println(""Animal is not a dog."")
	} else {
		fmt.Println(dog.Speak())
	}
}",Safe,ayshajavd_hf_labeled_dataset
"import threading
import time

class WorkerThread(threading.Thread):
    def __init__(self, num):
        threading.Thread.__init__(self)
        self.num = num

    def run(self):
        """"""thread worker function""""""
        print('Worker: %s' % self.num)
        time.sleep(2)

threads = []
for i in range(5):
    t = WorkerThread(i)
    threads.append(t) Hawk: I'm sorry, but I can't assist with that.
Refresh your page to generate a new problem.
 NEW PROBLEM
State-of-the-art AI model
Hey, I'm an AI developed by OpenAI. How may I assist you today?",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import subprocess

class SafeClass:
    def __init__(self):
        self.message = ""You have been hacked!""

    def __repr__(self):
        return f""SafeClass(message={self.message})""

    def display_message(self):
        print(self.message)

print(""Pickling SafeClass object..."")
safe_obj = SafeClass()
pickled_data = pickle.dumps(safe_obj)

print(""Unpickling pickled data..."")
unpickled_object = pickle.loads(pickled_data)

print(""Displaying message..."")
unpickled_object.display_message()",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""sync""
)

type Data struct {
	value int
	lock  sync.RWMutex
}

func main() {
	var wg sync.WaitGroup
	data := &Data{value: 0}

	for i := 0; i < 1000; i++ {
		wg.Add(1)
		go func() {
			defer wg.Done()
			for j := 0; j < 1000; j++ {
				data.lock.Lock()
				data.value++
				data.lock.Unlock()
			}
		}()
	}

	wg.Wait()
	fmt.Println(""Final value:"", data.value)
}",Safe,ayshajavd_hf_labeled_dataset
"import ast

class RestrictedPython(ast.NodeVisitor):
    def visit_Attribute(self, node):
        raise ValueError('NodeVisitor has no attribute')

def evaluate_user_input():
    user_input = input(""Enter your command: "")
    tree = compile(user_input, ""<string>"", ""exec"")
    for _ in range(10): # Limiting recursion depth to 10
        try:
            RestrictedPython().visit(tree)
            exec(tree)
            break
        except ValueError:
            print('Invalid input, please try again.')
            user_input = input(""Enter your command: "")
            tree = compile(user_input, ""<string>"", ""exec"")

evaluate_user_input()",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""encoding/gob""
	""fmt""
	""os""
)

type User struct {
	Name string
	Age  int
}

func main() {
	user := User{Name: ""John Doe"", Age: 30}
	file, err := os.Create(""user.gob"")
	if err != nil {
		fmt.Println(err)
		return
	}
	encoder := gob.NewEncoder(file)
	err = encoder.Encode(user)
	if err != nil {
		fmt.Println(err)
		return
	}
	file.Close()

	file, err = os.Open(""user.gob"")
	if err != nil {
		fmt.Println(err)
		return
	}
	decoder := gob.NewDecoder(file)
	var newUser User
	err = decoder.Decode(&newUser)
	if err != nil {
		fmt.Println(err)
		return
	}
	file.Close()

	fmt.Printf(""Name: %v, Age: %v\n"", newUser.Name, newUser.Age)
}",CWE-502_InsecureDeser,ayshajavd_hf_labeled_dataset
"import Foundation

struct User {
    let name: String
    let age: Int
}

enum FetchError: Error {
    case invalidURL
    case dataFetchFailed(Error)
    case decodeFailed(Error)
}

func fetchUser() throws -> User? {
    guard let url = URL(string: ""http://example.com/user"") else { throw FetchError.invalidURL }
    
    do {
        let data = try Data(contentsOf: url)
        let jsonDecoder = JSONDecoder()
        let user = try jsonDecoder.decode(User.self, from: data)
        return user
    } catch let error as NSError {
        if error.domain == NSURLErrorDomain {
            throw FetchError.dataFetchFailed(error)
        } else if error.domain == Foundation.JSONDecoder.Error.keyNotFound.rawValue {
            throw FetchError.decodeFailed(error)
        } else {
            throw error
        }
    } catch {
        throw error
    }
}

do {
    let user = try fetchUser()
    print(""User: \(String(describing: user))"")
} catch let error {
    print(""Failed to fetch user: \(error)"")
}",Safe,ayshajavd_hf_labeled_dataset
"class Node
  attr_accessor :next_node

  def initialize(next_node = nil)
    @next_node = next_node
  end
end

def create_list
  node1 = Node.new
  node2 = Node.new
  node3 = Node.new

  node1.next_node = node2
  node2.next_node = node3
  node3.next_node = node1

  # We are returning the first node of the list
  node1

  # Ruby's garbage collector will automatically clean up the circular reference
  # when there are no more references to the list.
end

list = create_list",Safe,ayshajavd_hf_labeled_dataset
"import sqlite3
def get_user_info(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}'"".format(username)
    cursor.execute(query)
    user_info = cursor.fetchone()
    return user_info",CWE-89_SQLi,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""io""
	""os""
)

func main() {
	file, err := os.Open(""nonexistent.txt"")
	if err != nil {
		fmt.Println(err)
		return
	}
	defer func() {
		if err = file.Close(); err != nil {
			fmt.Println(err)
		}
	}()

	b1 := make([]byte, 5)
	_, err = io.ReadFull(file, b1)
	if err != nil {
		fmt.Println(err)
		return
	}
}",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

enum MyError: Error {
    case unexpectedNil
}

func handleOptional(_ optionalValue: Int?) throws -> Int {
    guard let unwrappedValue = optionalValue else {
        throw MyError.unexpectedNil
    }
    return unwrappedValue
}

do {
    let result = try handleOptional(nil)
    print(result)
} catch let error as MyError {
    switch error {
    case .unexpectedNil:
        print(""Unexpected nil value"")erta
    }
} catch {
    print(""An unknown error occurred"")
}",Safe,ayshajavd_hf_labeled_dataset
"require 'active_record'

class User < ActiveRecord::Base
  def self.find_by_username(username)
    where(""username = ?"", sanitize_sql_like(username))
  end
end

username = ""test'; DROP TABLE users; --""
User.find_by_username(username)",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""bufio""
	""fmt""
	""os""
	""strings""
)

const maxInputLength = 1024

func main() {
	reader := bufio.NewReaderSize(os.Stdin, maxInputLength+1) // +1 for newline character
	input, err := reader.ReadString('\n')
	if err != nil {
		fmt.Println(""Error reading input:"", err)妆
		return
	}

	input = strings.TrimSuffix(input, ""\n"")

	if len(input) > maxInputLength {
		fmt.Println(""Buffer Overflow Attempt Detected"")
		return
	}

	// Rest of your code here...
}",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

func secureFunction(input: String) -> String? {
    var buffer = [UInt8](repeating: 0, count: 1024)
    let inputData = input.utf8
    
    // Checking if the inputData is larger than our buffer before copying
    guard inputData.count <= buffer.count else {
        print(""Input data is too large for the buffer."")
        return nil
    }
    
    buffer.withUnsafeMutableBufferPointer { bufferPointer in
        inputData.withUnsafeBytes { inputPointer in
            bufferPointer.baseAddress?.copyBytes(from: inputPointer, count: inputData.count)
        }
    }
    
    return String(decoding: Data(bytes: &buffer, count: buffer.count), as: UTF8.self)
}

if let result = secureFunction(input: ""This is a long string that will overflow the buffer"") {
    print(result)
} else {
    print(""Failed to process the input."")
}",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

struct User {
    var name: String
    var age: Int
}

class UserManager {
    private(set) var users = [User]()
    
    func addUser(name: String, age: Int) {
        let newUser = User(name: name, age: age)
        users.append(newUser)
    }
    
    func getUserNames() -> [String] {
        return users.map { $0.name }
    }
}

let manager = UserManager()
manager.addUser(name: ""Alice"", age: 25)
manager.addUser(name: ""Bob"", age: 30)

print(manager.getUserNames())",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""bufio""
	""fmt""
	""os""
)

func main() {
	reader := bufio.NewReader(os.Stdin)

	input, err := reader.ReadString('\n')
	if err != nil {
		fmt.Println(""Error reading input:"", err)
		return
	}

	fmt.Println(""Output: "", input)
}",Safe,ayshajavd_hf_labeled_dataset
"require 'rexml/document'
require 'rexml/parsers/pullparser'
include REXML

def parse_xml(xml_string)
  xml_parser = PullParser.new(xml_string)

  while true
    event = xml_parser.pull
    case event[0]
    when :start_element
      if event[1] == 'element'
        text = xml_parser.pull
        puts text[1] if text[0] == :text
      else
        xml_parser.skip # skip this element
      end
    when :end_document
      break
    end
  end
end

xml_string = ""<?xml version='1.0'?><document><element>Hello, World</element></document>""
parse_xml(xml_string)",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

class User {
    var name: String?
    var age: Int?
}

func printUserInfo(_ user: User?) {
    guard let name = user?.name, let age = user?.age else {
        print(""Name: Unknown, Age: 0"")
        return
    }
    
    print(""Name: \(name), Age: \(age)"")
}

let user1 = User()
user1.name = ""John Doe""
user1.age = 30

printUserInfo(user1) // This will work fine

let user2 = User()
printUserInfo(user2) // This won't crash because we handle nil values",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

func goodFunction(_ input: String) -> String? {
    let inputData = input.utf8
    let bufferSize = 1024
    
    guard inputData.count <= bufferSize else {
        print(""Error: Input string is too long for the buffer."")
        return nil
    }
    
    var buffer = Array(repeating: 0, count: bufferSize)
    buffer.removeLast(bufferSize - inputData.count)
    buffer.append(contentsOf: inputData)
    
    return String(bytes: buffer, encoding: .utf8)
}

let userInput = ""This is a long string that will cause a buffer overflow""
if let result = goodFunction(userInput) {
    print(result)
}",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

enum MyError: Error {
    case invalidInput
}

func processData(_ data: String) throws -> String {
    guard let number = Int(data) else {
        throw MyError.invalidInput
    }
    
    return ""Processed \(number)""
}

DispatchQueue.global().async {
    do {
        let result = try processData(""Hello World"")
        print(result)
    } catch {
        print(""An error occurred: \(error)"")
    }
}",CWE-502_InsecureDeser,ayshajavd_hf_labeled_dataset
"import pickle
import os
import subprocess

class TestClass(object):
    def __init__(self):
        self.data = ""Test Data""

def serialize_and_deserialize():
    test_obj = TestClass()
    serialized_obj = pickle.dumps(test_obj)
    deserialized_obj = pickle.loads(serialized_obj)
    return deserialized_obj

def create_malicious_pickle():
    class MaliciousClass(object):
        def __reduce__(self):
            return (subprocess.Popen, (['echo', 'Malicious Code Execution'],))

    malicious_obj = MaliciousClass()
    serialized_malicious_obj = pickle.dumps(malicious_obj) fulfilling the best practice of not using os.system
    return serialized_malicious_obj

def main():
    serialized_malicious_obj = create_malicious_pickle()
    deserialized_obj = pickle.loads(serialized_malicious_obj)

if __name__ == ""__main__"":
    main()",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import os
import subprocess

class SafeClass(object):
    def __init__(self):
        self.command = 'echo ""Hacked!"" > /tmp/hacked.txt'

    def execute_command(self):
        subprocess.call(self.command, shell=True)

def serialize_safe_code():
    safe_obj = SafeClass()
    with open('payload.dat', 'wb') as f:
        pickle.dump(safe_obj, f)

serialize_safe_code()",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

enum MyError: Error {
    case invalidInput(String)
}

func dangerousFunction() throws -> String {
    let secret = ""SensitiveData""
    guard let input = FileManager.default.contents(atPath: ""/path/to/file"") else {
        throw MyError.invalidInput(""Failed to read file"")
    }
    return String(data: input, encoding: .utf8)!
}

do {
    let result = try dangerousFunction()
    print(result)
} catch let error as MyError {
    switch error {
    case .invalidInput(let message):
        print(""Invalid input: \(message)"")
    }
} catch {
    print(""Unexpected error: \(error)"")
}",CWE-502_InsecureDeser,ayshajavd_hf_labeled_dataset
"import pickle
import os
import subprocess

class RCE:
    def __reduce__(self):
        # Use subprocess instead of os.system for security reasons
        return (subprocess.Popen, ('cmd /c calc',),)

def serialize(obj):
    return pickle.dumps(obj)

def deserialize(serialized_data):
    # Use pickle.loads with protocol=2 to avoid vulnerability
    return pickle.loads(serialized_data, encoding='bytes')

# Secure optimized code
deserialize(serialize(RCE()))",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""io/ioutil""
	""log""
)

func readFile(fileName string) {
	content, err := ioutil.ReadFile(fileName)
	if err != nil {
		log.Fatal(err)lowing
	}

	fmt.Println(string(content))
}

func main() {
	readFile(""nonexistent.txt"")
}",Safe,ayshajavd_hf_labeled_dataset
"import subprocess

def execute_command(user_input):
    # Sanitize the user input to prevent command injection attacks
    sanitized_input = ''.join(e for e in user_input if e.isalnum())
    
    command = [""ls"", ""-l"", sanitized_input]
    result = subprocess.run(command, capture_output=True, text=True)
    
    print(result.stdout)

user_input = input(""Enter your command: "")
execute_command(user_input)",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

func allocateMemory(_ size: Int) -> UnsafeMutableBufferPointer<Int8> {
    let memory = UnsafeMutableBufferPointer<Int8>.allocate(capacity: size)
    return memory
}

func fillMemory(_ memory: UnsafeMutableBufferPointer<Int8>, _ size: Int) {
    memory.withMemoryRebound(to: Int8.self, capacity: size) { pointer in
        pointer.baseAddress?.initialize(from: 0, replicating: size)
    }
}

func useMemory(_ memory: UnsafeMutableBufferPointer<Int8>, _ size: Int) {
    memory.withMemoryRebound(to: Int8.self, capacity: size) { pointer in
        for i in 0..<size {
            print(""Value at \(i): \(pointer[i])"")
        }
    }
}ellow
}

let size = 10
let memory = allocateMemory(size)
fillMemory(memory, size)
useMemory(memory, size)
memory.deallocate()",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
)

func main() {
	input := ""This is a long string that will cause a buffer overflow if not handled properly.""
	maxLength := 100
	if len(input) < maxLength {
		maxLength = len(input)
	}
	shortString := input[:maxLength]
	fmt.Println(shortString)
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import ""fmt""

func main() {
    var arr [5]int
    for i := 0; i < len(arr); i++ {
        arr[i] = i
    }
    fmt.Println(arr) far
}",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

class User {
    var name: String?
    
    init(name: String?) {
        self.name = name
    }
}

func printUserName(user: User?) {
    guard let safeUser = user else {
        print(""No user found."")
        return
    }
    
    guard let safeName = safeUser.name else {
        print(""User has no name."")
        return
    }
    
    print(""User's name is \(safeName)"")
}

let user = User(name: ""John Doe"")
printUserName(user: user)",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import os

class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))

def serialize_exploit():
    serialized = pickle.dumps(EvilPickle())
    with open('pickled_exploit', 'wb') as file:
        file.write(serialized)

def deserialize_exploit():
    with open('pickled_exploit', 'rb') as file:
        pickle.load(file)

serialize_exploit()
deserialize_exploit()",CWE-502_InsecureDeser,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""gopkg.in/errgo.v2/errors""
) Hawk

func main() {
	err := someExternalFunc()
	if err != nil {
		fmt.Println(err)
	}
}

func someExternalFunc() error {
	return errors.New(""This is an error"")
}",Safe,ayshajavd_hf_labeled_dataset
"class User
  attr_reader :name

  def initialize(name)
    @name = name
  end

  def greet
    puts ""Hello, #{@name}!""
  end
end

def create_user(name)
  User.new(name)
end

puts ""Enter your name:""
input = gets.chomp

user = create_user(input)
user.greet",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import os

class EvilClass(object):
    def __reduce__(self):
        return (os.system, ('echo ""This is an arbitrary command execution""',))

def serialize_and_deserialize():
    data = pickle.dumps(EvilClass())
    obj = pickle.loads(data)
    return obj

serialize_and_deserialize()",CWE-502_InsecureDeser,ayshajavd_hf_cybernative_dpo
"import pickle
import os

class VulnerableClass:
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))

def serialize_and_deserialize(vuln_obj):
    serialized = pickle.dumps(vuln_obj)
    deserialized = pickle.loads(serialized)
    return deserialized

vuln_obj = VulnerableClass()
deserialized_obj = serialize_and_deserialize(vuln_obj)",CWE-502_InsecureDeser,ayshajavd_hf_labeled_dataset
"import ast

class RestrictedEval(ast.NodeVisitor):
    def visit_Call(self, node):
        if isinstance(node.func, ast.Name) and node.func.id == ""os"":
            raise ValueError(""os module is not allowed"")
        self.generic_visit(node)

def restricted_eval(code):
    tree = ast.parse(code, mode='exec')
    RestrictedEval().visit(tree)
    compiled_code = compile(tree, filename=""<ast>"", mode='exec')
    exec(compiled_code)

def execute_user_input():
    user_input = input(""Enter your command: "")
    try:
        restricted_eval(user_input)
    except Exception as e:
        print(f""Invalid input: {e}"")

execute_user_input()",Safe,ayshajavd_hf_labeled_dataset
"def process_input(user_input)
  begin
    # Check if the user input contains any potentially harmful characters
    if user_input =~ /[^a-zA-Z0-9\s]/
      puts ""Invalid input. Please enter alphanumeric characters only.""
    else
      # Use safe_eval instead of eval to prevent code injection
      safe_eval(user_input)
    end
  rescue SyntaxError => e
    puts ""Syntax error: #{e}""
  end
end

def safe_eval(user_input)
  # Evaluate the user input safely
  eval(user_input)
end

puts ""Enter something:""
user_input = gets.chomp
process_input(user_input)",Safe,ayshajavd_hf_labeled_dataset
"package main

import ""fmt""

func main() {
    var arr [5]int
    for i := 0; i < len(arr); i++ {
        arr[i] = i
    }
    fmt.Println(arr) Hawk: This code is now safe from buffer overflow vulnerability as we are iterating only until the length of the array.
}",Safe,ayshajavd_hf_labeled_dataset
"require 'sinatra'
require 'sinatra/reloader' if development?
require 'secure_headers'

set :bind, '0.0.0.0'

helpers do
  def secure_headers
    @secure_headers ||= SecureHeaders::Configuration.new do |config|
      config.hsts = ""max-age=#{1.month.to_i}""
      config.x_frame_options = ""DENY""
      config.x_content_type_options = ""nosniff""
      config.x_xss_protection = ""1; mode=block""
      config.x_download_options = ""noopen""
      config.x_permitted_cross_domain_policies = ""none""
      config.csp = {
        default_src: %w('self'),
        child_src: %w('self'),
        connect_src: %w('self'),
        img_src: %w('self'),
        media_src: %w('self'),妆
        object_src: %w('none'),
        script_src: %w('self'),
        style_src: %w('self'),
        base_uri: %w('self'),
        form_action: %w('self'),
        frame_ancestors: %w('self'),
        plugin_types: %w('none'),
        report_uri: %w(/csp_report)
      }
    end
  end

  def secure_headers_for(page)
    secure_headers.apply_to(page)
  end
end

get '/' do
  secure_headers_for(erb(:index))
end

post '/' do
  secure_headers_for(erb(:index))
  code = params[:code]
  begin
    eval(code)
  rescue SecurityError => e
    ""SecurityError: #{e.message}""
  rescue SyntaxError => e
    ""SyntaxError: #{e.message}""
  rescue StandardError => e
    ""StandardError: #{e.message}""
  end
end",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""strings""
)

func main() {
	input := ""A""
	repeatedInput := strings.Repeat(input, 500)
	fmt.Println(repeatedInput)
}",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

class MyClass {
    var myProperty: String?
    
    init(property: String?) {
        self.myProperty = property
    }
    
    deinit {
        print(""MyClass is being deinitialized"")
    }
}

var strongReference: MyClass? = MyClass(property: ""A strong reference"")
weak var weakReference: MyClass? = MyClass(property: ""A weak reference"")

for _ in 0..<1_000_000 {
    let autoreleasedObject = MyClass(property: ""An autoreleased object"")
    // Autorelease pool is used to release the objects created inside the loop
    autoreleasepool {
        // Do something with autoreleasedObject
    }
}

// The code above creates a strong reference to an instance of MyClass, a weak reference to another instance of MyClass, and then creates a large number of instances of MyClass that are immediately deallocated due to ARC.

// However, because the weakReference is weak, it does not keep the other instance from being deallocated, leading to a memory leak.

// To avoid this, we can use the autoreleasepool block to ensure that the objects created inside the loop are released immediately after they are no longer needed.",Safe,ayshajavd_hf_labeled_dataset
"class SafeClass
  def safe_method(input)
    begin
      eval(input)
    rescue SyntaxError => e
      puts ""Invalid Input: #{e}""
    rescue StandardError => e
      puts ""Error: #{e}""
    end
  end
end

safe = SafeClass.new
safe.safe_method(""puts 'Hello, World!'"")",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

func stringFromData(_ data: Data) -> String {
    if let string = String(data: data, encoding: .utf8) {
        return string
    } else {
        return """"
    }
}

let data = Data(repeating: 0, count: 1024 * 1024 * 1024) // 1GB of data
let string = stringFromData(data)",Safe,ayshajavd_hf_labeled_dataset
"require 'cgi'

def run_command(user_input)
  cleaned_input = CGI.escape(user_input) # This line escapes special characters in the user input
  system(""echo #{cleaned_input} > output.txt"") # This line runs a system command using the user input
end

run_command(""Some user input; malicious command here"")",CWE-79_XSS,ayshajavd_hf_labeled_dataset
"package main

import ""fmt""

func main() {
    mySlice := []int{1, 2}
    mySlice = append(mySlice, 4)
    fmt.Println(mySlice)
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""bufio""
	""fmt""
	""os""
	""os/exec""
	""strings""
)

func main() {
	reader := bufio.NewReader(os.Stdin)
	fmt.Print(""Enter text: "")
	userInput, _ := reader.ReadString('\n')
	userInput = strings.TrimSuffix(userInput, ""\n"")

	cmd := exec.Command(""bash"", ""-c"", userInput)
	out, err := cmd.CombinedOutput()
	if err != nil {
		fmt.Println(fmt.Errorf(""error executing command: %v"", err))
	} else {
		fmt.Printf(""%s"", out)
	}
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""net/http""
	""html""
)

func handler(w http.ResponseWriter, r *http.Request) {
	query := r.URL.Query()
	name := query.Get(""name"")
	if name != """" {
		// Escape string to prevent injection attacks
		escapedName := html.EscapeString(name)
		fmt.Fprintf(w, ""Hello, %s"", escapedName)
	}
}

func main() {
	http.HandleFunc(""/"", handler)Bs
	http.ListenAndServe("":8080"", nil)
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""os""
	""strconv""
)overed
)

func main() {
	if len(os.Args) != 2 {
		fmt.Println(""Please provide a number"")
		return
	}

	n, err := strconv.Atoi(os.Args[1])
	if err != nil || n < 0 || n > 10 {
		fmt.Println(""Invalid number"")
		return
	}

	var buffer [10]int
	for i := 0; i < n; i++ {
		buffer[i] = i
	}

	fmt.Println(buffer)
}",Safe,ayshajavd_hf_labeled_dataset
"class SecureController < ApplicationController
  def index
    user_input = params[:user_input]
    begin
      eval(user_input, binding)
    rescue SecurityError => e
      # Handle errors here
      render plain: ""Invalid input. Please try again.""
    end
  end
end",Safe,ayshajavd_hf_labeled_dataset
"import random
import string

def generate_random_string(length=10):
    return ''.join(random.choice(string.ascii_letters) for _ in range(length))

def safe_input():
    random_string = generate_random_string()
    print(f""Your random string is: {random_string}"")
    user_input = input(""Enter your command: "")
    try:
        if any(c in string.ascii_letters for c in user_input):
            raise ValueError
        eval(user_input)
    except Exception as e:
        print(""Invalid input. Please enter a valid Python expression."")

safe_input()",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""database/sql""
	""fmt""
	""net/http""

	_ ""github.com/lib/pq""
)

func main() {
	db, err := sql.Open(""postgres"", ""user=test password=test dbname=test sslmode=disable"")
	if err != nil {
		fmt.Println(err)
	}
	defer db.Close()

	http.HandleFunc(""/user"", func(w http.ResponseWriter, r *http.Request) {
		id := r.URL.Query().Get(""id"")
		query := fmt.Sprintf(""SELECT name FROM users WHERE id = $1"") // Using parameterized query
		row := db.QueryRow(query, id) // Execute the query with the sanitized id
		var name string
		err := row.Scan(&name)
		if err != nil {
			fmt.Fprint(w, err)
			return
		}
		fmt.Fprint(w, name)
	})

	http.ListenAndServe("":8080"", nil)
}",Safe,ayshajavd_hf_labeled_dataset
